The lowest temperature ever measured is -37.8 ° C on January 15, 1957.	La temperatura más baxo enxamás midida ye de -37,8 °C el 15 de xineru de 1957.
Azadi Football Stadium is one of the largest in Western Asia and one of the biggest in the World.	L'Estadiu Azadi ye un de los más grandes d'Asia Occidental y un de les más grandes del mundu.
They were built in pieces by Des Vignes (Chertsey) and Vickers (Sheffield) in England, and assembled at the Taşkızak Naval Shipyard in Istanbul.	Les sos pieces d'artillería fueron construyíes por Vignes D. (Chertsey) y Vickers (Sheffield) n'Inglaterra, y montaes nel Estelleru Naval d'Istambul.
The University of Utah says that the gross state product of Utah in 2005 was $92 billion, or 0.74% of the total United States GDP of $12.4 trillion for the same year.	Según datos de la Universidá de Utah el productu estatal brutu en 2005 foi de 92 mil millones de dólares o'l 0,74% del Producto Interno Bruto de los Estaos Xuníos, que foi de 12,4 billones de dólares nesi añu.
The Iraqi invasion began on the eve of March 20, 2003.	La invasión d'Iraq entamó'l 20 de marzu de 2003.
Servicing Today, the changing needs of businesses, families and institutions, has redirected the focus to banking services, which become their main source of income from net interest income reduction, more marked reduction the more mature financial system of a country and the lower are interest rates.	Na actualidá, el cambéu nes necesidaes de les empreses, families ya instituciones, recondució l'actividá bancaria empobinándola a los servicios, que se converten na so principal fonte d'ingresos pol amenorgamientu de marxe d'intermediación, amenorgamientu más acusáu cuanto más maduru ye'l sistema financieru d'un país y cuanto más baxos son los tipos d'interés.
1976 Jul 20, Hank Aaron hit his 755th and final home run off the California Angels' Dick Drago at Milwaukee County Stadium.	El 20 de xunetu de 1976, Aaron cutió'l postreru cuadrangular de la so carrera, el númberu 755, contra'l llanzador de los California Angels Dick Brago, nel Milwaukee County Stadium.
2015 was a good year overall.	2015 nun foi un bon añu.
Born in St. Louis, Missouri, USA on September 26, 1888.	Nació en St. Louis, Missouri, Estaos Xuníos, el 26 de setiembre de 1888.
The APG II system (2003; unchanged from the APG system of 1998) assigns it to the order Caryophyllales in the clade core eudicots.	El sistema APG II (de 2003; ensin cambeos dende'l sistema APG de 1998) asígna-y al orde Caryophyllales nel clado eudicots.
Albanian	AlbanésName
The 2003 NATO invasion of Iraq began on the 20th of March.	La invasión d'Iraq entamó'l 20 de marzu de 2003.
Package %s is already installed	El paquete %s yá ta instaláu
Because Pope Pius VI had protested the execution of Louis XVI, France retaliated by annexing two small papal territories.	A raíz de que'l Papa Píu VI protestare pola execución del rei Lluis XVI, Francia arrespondió anexionándose dos pequeños territorios papales.
In 1972, Sibelius's surviving daughters sold Ainola to the State of Finland.	En 1972, los fíos sobrevivientes de Sibelius vendieron Ainola al estáu de Finlandia.
1981 - In Spain, Antonio Tejero attempts a coup d'état by capturing the Spanish Congress of Deputies.	1981 - El Teniente-Coronel Tejero protagoniza un intentu de golpe d'estáu n' España cola ocupación del Congresu de los Diputaos.
The character is a warrior princess of the Amazons and is known in her homeland as Princess Diana of Themyscira.	El personaxe ye una princesa guerrera de les amazones (basáu na mitolóxica raza de les amazones de la mitoloxía griega) y ye conocida na so tierra natal como la princesa Diana de Themyscira.
the European capital of culture.	a la Capitalidá europea de la Cultura–.
"They who can give up essential liberty to obtain a little temporary safety, deserve neither liberty nor safety." —Benjamin Franklin	"Quienes pueden arrenunciar a la so llibertá esencial pa llograr una pequeña seguridá temporal nun merecen nin llibertá nin seguridá" Benjamin Franklin
Here is the phrase:	Esta ye la frase:
Piers Paul Read writes that by 1025, Byzantine land "stretched from the Straits of Messina and the northern Adriatic in the west to the River Danube and Crimea in the north, and to the cities of Melitine and Edessa beyond the Euphrates in the east."[73]	Piers Paul Read escribe qu'escontra 1025, la tierra bizantina "estender dende estrechu de Mesina y l'adriáticu norte n'occidente hasta'l ríu Danubio y Crimea nel norte, y les ciudaes de Melitine y Edesa más allá del Éufrates n'oriente."[75]
In Marxist theory, the dictatorship of the proletariat is the intermediate system between capitalism and communism, when the government is in the process of changing the ownership of the means of production from private to collective ownership.	Na teoría marxista, la dictadura del proletariáu ye'l sistema intermediu ente'l capitalismu y el comunismu, cuando'l gobiernu ta nel procesu de cambiar la propiedá privada a una propiedá coleutiva.
Simpson also collaborated with Sam Watters for the album.	Simpson tamién collaboró ​​con Sam Watters pal álbum.
Or perhaps it is the reverse?	¿O será'l revés?
In 1987, Feldman appeared with Corey Haim in "The Lost Boys".	En 1987 apaeció xuntu a Corey Haim en The Lost Boys.
Swan received a British patent for his device in 1878, about a year before Thomas Edison.	Swan recibió la patente británica pal so dispositivu en 1878, alredor d'un añu primero que Thomas Edison.
Between 1991 and 2002, Sierra Leone was wracked by civil war.	Ente l'añu 1991 y l'añu 2000, Sierra Leone careció les consecuencies d'una esfarrapadora guerra civil.
In a 1988 interview with Musician magazine, Page took offence when the interviewer noted that heroin had been associated with his name and insisted: "Do I look as if I'm a smack addict?	Nuna entrevista ufiertada nel añu 1988 a la revista Musician, Page ofendióse cuando l'entrevistador notó que la so adicción a la heroína había estáu acomuñada al so nome, y aportunó: "Nun soi un adictu, munches gracies".
Subversion: Diff complete.	Subversion: Diff completáu.
Ninjutsu can also involve training in disguise, escape, concealment, archery, medicine, explosives, and poisons.	El ninjutsu tamién pue abarcar entrenamientu n'amarutase, safase, degolar, arquería, medicina, esplosivos y velenos.
8 vol.s comprising 15 texts originally published between 1706 and 1844.	8 volumes qu'inclúin 15 testos originalmente publicaos ente 1706 y 1844 (n'inglés)
That is the question thousands of professionals disappointed in theatre and millions of people who are tired of it are asking themselves.	Esa ye la entruga que miles de profesionales decepcionaos del teatru y millones de persones que tán cansaos d'él se pregunten.
Mitose’s art, later called Kenpo Jiu-Jitsu, traditionally traces its origin to Shaolin Kung Fu and Bodhidharma.	Esti arte de la familia Mitose, más tarde llamáu Kenpo Jujutsu, manga tradicionalmente’l so orixe al Shaolin Kung Fu y a Bodhidharma.
There are 34 known isotopes of francium ranging in atomic mass from 199 to 232.[16] Francium has seven metastable nuclear isomers.[6] Francium-223 and francium-221 are the only isotopes that occur in nature, though the former is far more common.[17]	Conócense 34 isótopos del franciu qu'entienden un rangu de mases atómiques dende 199 hasta 232.[32] El franciu tien siete isómeros nucleares metaestables.[3] El 223Fr y el 221Fr son los únicos isótopos que se presenten na naturaleza, anque'l primeru ye muncho más común que'l segundu.[33]
– Disrupting the services by placing an undue burden on a Project website or the networks or servers connected with a Project website;	Perxudicar los servicios allugando una carga indebida nun sitiu web d'un Proyeutu o nes redes o sirvidores coneutaos a un sitiu web d'un Proyeutu;
The archipelago consists of a main island (Isla Grande de Tierra del Fuego, and a group of smaller islands).	L'archipiélagu componse d'una islla principal, denomada la islla Grande (n'español Isla Grande de Tierra del Fuego); y un bon númberu d'islles menores.
The biology of aquatic plants.	Na bioloxía de les plantes acuátiques.
The study was approved by the Ethical Committee of the Municipal Institute of Medical Investigation and by the Ethical Committee of the hospitals involved in the study.	L'estudiu foi aprobáu pol Comité Ético del Institut Municipal d´Investigació Mèdica y pol Comité Éticu de los hospitales involucraos nel estudiu.
1925 – Giorgio Napolitano, President of Italy	1925 - Giorgio Napolitano, políticu italianu.
Apollo was born on the seventh day (ἑβδομαγενής)[73] of the month Thargelion —according to Delian tradition—or of the month Bysios—according to Delphian tradition.	Apolo nació'l 7º día (ἡβδομαγενης) de Targelión, según la tradición delia o nel mes de Bisio según la tradición délfica.
*2004 - The band was inducted into the RockWalk of Fame (at Guitar Center on Hollywood's Sunset Boulevard) [citation|title=Queen|publisher=Guitar Center|url=WEB	2004 – La banda incluyóse nel Camín del Rock de la Fama (nel ‘’Guitar Center’’ del Boulevard Sunset de Hollywood)[75]
NBC's last major radio programming push, beginning June 12, 1955, was Monitor, a creation of NBC President Sylvester "Pat" Weaver, who also created the innovative NBC television programs Today Show, The Tonight Show, and Home.	El postreru gran impulsu pa programación radiofónica na NBC, empezando nel 12 de xunu de 1955, foi Monitor, una creación del presidente de la NBC, Sylvester "Pat" Weaver, quien tamién creó dellos programes innovadores de la NBC, tales como The Today Show, The Tonight Show, y Home.
Two South American species of trees, the Jacaranda and the Flamboyant, which were introduced during the colonial era, contribute to the city’s colour palette with streets lined with either the lilac blossoms of the Jacaranda or the flame red blooms from the Flamboyant.	Dos especies suramericanes d'árboles, el Jacaranda y el Flamboyan, que fueron introducíos mientres la dómina colonial, colorean les cais de la ciudá coles de les flores lila de la Jacaranda o les flores coloraes de la Flamboyán, que florien n'ochobre/payares y llántense nes cais de la capital.
The Amazon River, a fluvial course located in South America, is the longest and largest river on our planet, followed in length by the Nile River in North Africa, and as a flow through the Congo River (Zaire River), in the center of Africa.	L'Amazones, cursu fluvial allugáu en Sudamérica, ye'l ríu más llargo y más caudalosu del nuesu planeta, seguíu en llonxitú con gran cercanía pol ríu Nilu nel norte d'África y en cuanto al caudal pol ríu Congo (ríu Zaire), nel centru d'África.
They led public works and their monuments are a visible legacy.	Dirixieron obres públiques y los sos monumentos son un legáu visible.
About 1647, he repeated the trip, obtained guides and visited a 'Tsetsen Khan' near Ulan Bator.	Escontra 1647 repitió'l viaxe, llogrando guíes y visitando al 'Tsetsen Khan' cerca de Ulan Bator.
The marriage was a disaster and within a few short years had ended in divorce.	El matrimoniu foi desgraciau y acabaría en xebra pocos años dempués.
Therefore, from an etymological point of view, physiotherapy or physis-therapeia means "treatment by nature", or also "treatment by physical agents.	Poro, dende un puntu de vista etimolóxicu, fisioterapia o physis-therapeia significa “Tratamientu pola Natura”, o tamién “Tratamientu per aciu d'Axentes Físicos”.
In 2006, there were 16,089 births in Hamburg (of which 33.1% were to unmarried women); 6,921 marriages and 4,583 divorces.	En 2006 tamién se rexistraron 16 089 nacencies en Hamburgu, del cual el 33,1 % yeren daos a lluz por muyeres solteres, 6921 casaes y 4583 por divorciaes.
George Herbert Mead (1863 - 1931) was a philosopher, social psychologist, and American sociologist.	George Herbert Mead (1863-1931) filósofu y sicólogo social de los Estaos Xuníos.
The main business district in Ramat Gan is located on the outskirts of Tel Aviv, where the District of the bag of diamonds.	El principal distritu de negocios ta alcontráu en Ramat Gan en las afueras de Tel Aviv, onde s'atopa'l Distritu de la bolsa de diamantes.
This sparked the beginning in the Yugoslav Partisan movement, a communist multi-ethnic anti-fascist resistance group led by Josip Broz Tito.	Esti foi l'asocedíu qu'afaló l'aniciu Partisanos Yugoslavos, una resistencia comunista multi-étnica y anti-fascista lliderada por Josip Broz Tito.
Folate is important for cells and tissues that rapidly divide.[30] Cancer cells divide rapidly, and drugs that interfere with folate metabolism are used to treat cancer.	El folato ye importante por que les célules y texíos estrémense rápido.[3] Les célules canceríxenes estrémense rápido, y les drogues qu'interfieren col metabolismu del folato son usaes pal tratamientu del cáncer.
Katherine Cassatt, educated and well-read, had a profound influence on her daughter.[6] To that effect, Cassatt's lifelong friend Louisine Havemeyer wrote in her memoirs: "Anyone who had the privilege of knowing Mary Cassatt's mother would know at once that it was from her and her alone that [Mary] inherited her ability."[7] The ancestral name had been Cossart.[8] A distant cousin of artist Robert Henri,[9] Cassatt was one of seven children, of whom two died in infancy.	Louisine Havemeyer, amiga de Mary, escribió nes sos memories: «Tou aquel que tuvo'l privilexu de conocer a la madre de Mary Cassatt sabía de momentu que se trataba d'ella y namái d'ella que [Mary] heredara la so habilidá».[4] Cassatt yera prima alloñada del artista Robert Henri.[5] Mary foi una de siete fíos, dos d'ellos finaos na infancia.
Whenever there is any plan to adopt a national position or take national action pursuant to a European decision as referred to in paragraph 1, information shall be provided by the Member State concerned in time to allow, if necessary, for prior consultations within the Council.	Siempre que se prevea adoptar una posición nacional o entamar una acción nacional n’aplicación d’una decisión europea acolumbrada nel apartáu 1, l’Estáu miembru interesáu ha proporcionar información nun tope que permita, en casu necesariu, una concertación previa nel sen del Conseyu.
The nearest countries to Tuvalu are Kiribati, Samoa, Nauru, and Fiji.	Los países más averaos a Tuvalu son Kiribati, Samoa y Fiji.
Resolve conflicts in your working copy.	Iguar conflictos na to copia de trabayu.
We recognise that there are many problems in our society which are a source of conflict and violence.	Reconocemos qu'hai munchos problemes na nuesa sociedá que son una fonte del conflictu y violencia.
A landmark event during Mendelssohn’s Leipzig years was the premier of his oratorio St. Paul which was given at the Lower Rhine Festival in Düsseldorf in 1836, shortly after the death of the composer’s father, which much affected him.	Un finxu consiguíu por Mendelssohn mientres los años de la so estancia en Leipzig foi l'estrenu del so oratoriu Paulus, que tuvo llugar nel Lower Rhine Festival en 1836, pocu dempués de la muerte del so padre.
Italian explorer Giovanni da Verrazano was the first European to arrive in the region, landing at Staten Island in 1524 and mapping the region.	L'esplorador italianu Giovanni da Verrazano foi el primer européu n'aportar a la rexón; desembarcó en Staten Island en 1524, y cartografió la zona.
To make matters worse, in the year 85 B.C.E., just after Caesar turned 15, his father became ill and died.	Nel añu 85 e.C., al pocu de que César cumpliere 15 años, so pá cayó enfermu y morrió.
It is also the commercial and financial center of the country.	Ye'l centru financieru y comercial del país.
This is God’s order!	¡Esto ye la de dios!
For the purposes of this Article, the member of the European Council or of the Council representing the Member State in question shall not take part in the vote and the Member State in question shall not be counted in the calculation of the one third or four fifths of Member States referred to in paragraphs 1 and 2.	A efectos del presente artículu, el miembru del Conseyu Européu o del Conseyu que represente al Estáu miembru de que se trate nun ha participar na votación y l’Estáu miembru de que se trate nun s’ha tener en cuenta nel cálculu de la tercera parte o de les cuatro quintes partes de los Estaos miembros acolumbráu nos apartaos 1 y 2.
In Africa, specifically West Africa, masks play an important role in traditional ceremonies and theatrical dances.	En África, especialmente centraos nel oeste d'África, les mázcares tamién desempeñen un papel importante nes ceremonies tradicionales y dances de teatru.
It is often used in grilled fish and also (almost always) in a shark meat dish, called satini reken.	Utilizar de cutiu con pexe asao y tamién (casi siempres) nun platillo de carne de tiburón, denomináu satini reken.
Autonomous Community	Comunidá Autónoma
Show Advanced Options	Amosar opciones avanzaes
2015 was a great year.	2015 nun foi un bon añu.
It was the second of twelve children of Mathias and Anna Maria Koller Haydn.	Foi'l segundu de los dolce fíos de Mathias Haydn y Anna Maria Koller.
Irving Berlin died in New York, New York at age 101 and was interred in the Woodlawn Cemetery in The Bronx, New York.	Berlin morrió d'un ataque al corazón en Nueva York a los 101 años y foi soterráu nel Woodlawn Cemetery nel Bronx, Nueva York.
Several of his radio performers joined him, and Moorehead made her film debut as the mother of his own character, Charles Foster Kane, in Citizen Kane (1941), considered one of the best films ever made.	Dellos de los artistes de la so radio xuniéronse-y y Moorehead fixo'l so debú cinematográficu como la so madre en Ciudadanu Kane (1941), considerada una de les meyores películes enxamás feches.
In the United States, a typhus epidemic killed the son of Franklin Pierce (14th President of the United States) in Concord, New Hampshire in 1843, and struck in Philadelphia in 1837.	Nos Estaos Xuníos, un biltu de tifus epidémicu apaeció en Filadelfia en 1837 y mató al fíu de Franklin Pierce (14.° presidente de los Estaos Xuníos) en Concord, New Hampshire, en 1843.
The European Council may adopt, by unanimity, a European decision allowing for the Council to act by a qualified majority when adopting the European law of the Council referred to in paragraph 2.	El Conseyu Européu va poder adoptar por unanimidá una decisión europea que permita al Conseyu pronunciase por mayoría cualificada cuando adopte la llei europea del Conseyu acolumbrada nel apartáu 2.
Low (as opposed to zero or negative) inflation may reduce the severity of economic recessions by enabling the labor market to adjust more quickly in a downturn, and reduce the risk that a liquidity trap prevents monetary policy from stabilising the economy.	Una inflación pequena (en cuenta de nula o negativa) puede amenorgar la severidá de les recesiones económiques al dexar que'l mercáu llaboral pueda afaese más rápido nuna crisis, y amenorgar el riesgu de qu'una trampa de lliquidez torgue una política monetaria de estabilización de la economía.
Located on the Pacific coast in the Chubu region on central Honshu, it is the capital of Aichi Prefecture.	Alcontrada na mariña del Pacíficu na rexón de Chūbu, nel centru de la isla de Honshū, ye la capital de la prefectura de Aichi.
On 21 June 1941, 3 weeks into the Allied Syria-Lebanon campaign,Damascus was captured from the Vichy French forces by a mixed British Indian and Free French force.	El 21 de de xunu de 1941, a 3 selmanes de la campaña Aliada de Siria y El Líbanu, Damascu foi prindáu de les fuerces franceses de Vichy por una fuerza india británica entemecida con franceses llibres.
Eiichi Eriguchi coined the term 'Wado ryu' in 1934.	Foi Eiichi Eriguchi’l qu’inventó’l términu “Wado-ryu” en 1934.
However, the actual phrase was coined by Carlyle in the context of a debate with John Stuart Mill on slavery, in which Carlyle argued for slavery, while Mill opposed it.[17]	A pesar d'esto, la frase foi formulada por Carlyle nel contestu d'un alderique con John Stuart Mill alrodiu de la esclavitú, nel cual Carlyle argumentó a favor d'esta, y Mill en contra.
University of Tampa	de la Universidá Tampa
the University of the West Indies	la Universidá de les Indies Occidentales
The selected file may not be a GPG key file or it might be corrupt.	El ficheru esbilláu puede que nun seya una clave de ficheru GPG o puede que tea frañáu.
management of generation technologies, particularly renewable energy sources.	La xestión de tecnoloxíes de xeneración, especialmente fontes d'enerxíes anovables.
Univerisity of Washington	Universidá de Washington.
For example, one American slave reported that 130 other American seamen had been enslaved by the Algerians in the Mediterranean and Atlantic just between 1785 and 1793.	Hai testimoniu, amás, d'un esclavu americanu qu'afirmaba que los arxelinos esclavizaran 130 marinos americanos nel Mediterraneu y nel Atlánticu ente 1785 y 1793[12].
A view of the Hubble Space Telescope (HST) from on board Space Shuttle Discovery during STS-82.	El Telescopiu espacial "Hubble" vistu dende'l Transbordador espacial Discovery demientres la misión STS-82.
As the third Resident-General of Korea, he executed the anexation of Korea in 1910 to be the master of the country as the first Governor-General.	Como'l tercer Xeneral-Residente de Corea, executó l'anexón de Corea en 1910 y convirtióse nel so primer Gobernador Xeneral.
Climate commitment studies indicate that even if greenhouse gases were stabilized at 2000 levels, a further warming of about 0.5 °C (0.9 °F) would still occur.[38]	Estudios de compromisu climáticu indiquen qu'inclusive si los gases d'invernaderu estabilizar en niveles del añu 2000, entá asocedería un calentamientu adicional d'aprosimao 0,5 °C.[43]
However, by 1780 the population of Kingston was 11,000, the merchants began lobbying for the administrative capital to be transferred from Spanish Town, by eclipsed by the commercial activity in Kingston.	Sicasí, en 1780 la población de Kingston foi 11 000, y los comerciantes empecipió'l cabildeo pa la capital alministrativa que se transferirió de Spanish Town, qu'entós daquella taba clisáu pola actividá comercial en Kingston.
Streptococcus mutans visualised with a Gram stain	Streptococcus mutans visualizáu cola tinción de Gram.
WikiBound is an online open-content collaborative encyclopedia, that is, a voluntary association of individuals and groups working to develop a common resource of human knowledge.	Wikipedia ye una enciclopedia collaborativa, na rede, de conteníu abiertu, ye dicir, una asociación voluntaria de persones y grupos que desendolquen conxuntamente una fonte del conocimientu humanu.
The collection of folk tales published by the Brothers Grimm popularized German folklore on an international level.	Les colecciones de cuentos populares publicaos polos Hermanos Grimm popularizó'l folclore alemán nel planu internacional.
Henry Mancini's score for the 1963 film The Pink Panther, the original entry in the series, contains a segment called "Shades of Sennett".	La partitura de Henry Mancini pa la película de 1963 La pantera rosa contién un segmentu llamáu "Solombres de Sennett".
The price is 35 cents per journey.	El costo del pasaxe ye 35 centésimos un viaxe d'ida.
Another "remarkably modern-looking" terrestrial globe of the Earth was constructed by Taqi al-Din at the Constantinople Observatory of Taqi ad-Din during the 1570s.[10]	Otru globu terrestre "d'aspeutu notablemente modernu" foi construyíu por Taqi al-Din nel so observatoriu d'Istambul mientres los años 1570.[9]
However in 1598, during the Nine Years War, Spenser was, ironically, driven from his home by the native Irish forces of Aodh Ó Néill.	En 1598, mientres la guerra de los Nueve Años (Irlanda), Spenser foi desallugáu del so llar poles fuerces irlandeses de Hugo O'Neill.
In January 2007, it was announced that Beckham would leave Real Madrid for the Major League Soccer club Los Angeles Galaxy, signing a five-year contract on 1 July 2007.	En xineru de 2007, anuncióse que Beckham podría abandonar el Real Madrid pa dise al equipu de la Major League Soccer Los Angeles Galaxy, roblando'l 1 de xunetu de 2007 un contratu por cinco años.
Influenced musically by American rock and roll and electric blues, following initial success in Europe with his band the Jimi Hendrix Experience, he achieved fame in the US after his 1967 performance at the Monterey Pop Festival.	Musicalmente influyíu pol rock and roll y blues eléctricu americanos, en teniendo un ésitu inicial n'Europa cola so banda The Jimi Hendrix Experience, algamó fama nos Estaos Xuníos tres un conciertu en 1967 nel festival Monterey Pop.
This complex was used during the 2003 Pan American Games.	Esti complexu foi utilizáu pa celebar los Xuegos Panamericanos de 2003.
In 1977 he was appointed Senator by Royal designation in the first General Cortes Constituents of the Spanish transition, a position he exerted until 1979.	En 1977 foi nomáu senáur por designación real, nes primeres Cortes democrátiques, cuidao que ocuparía hasta 1979.
In 1951 he was awarded the Goethe Prize of the University of Hamburg and in 1953 the Peace Prize of the German Book Trade.	En 1951 recibe'l Premiu Goethe de la Universidá de Hamburgu, y en 1953 ye agasayáu col Premiu Paz de la Cámara del Llibru alemana.
Although Israel is not geographically part of Europe, it is part of the UNESCO European Region.	Anque Israel nun forma parte xeográficamente d'Europa, ye parte de la Rexón Europea de la Unesco.
Related discussion also takes place on Wikimedia mailing lists (particularly wikimedia-l, with its low-traffic equivalent WikimediaAnnounce), IRC channels on freenode, individual wikis of Wikimedia affiliates, and other places.	Tamién tienen llugar discutinios rellacionaos nes llistes de corréu de Wikimedia (especialmente wikimedia-l, col so equivalente de baxu tráficu WikimediaAnnounce), les canales d'IRC en Freenode, les wikis individuales de los capítulos llocales de Wikimedia y otros llugares.
Although not entirely without ability, Richard had no power base in either Parliament or the Army, and was forced to resign in May 1659, ending the Protectorate.	Anque nun taba totalmente exentu d'habilidá, Richard nun tenía sofitos nin nel Parlamentu nin nel exércitu, y foi obligáu a dimitir na primavera de 1659, llevando'l Protectoráu a la so final.
Located on Old Theatre Street, it is now Malta’s National Theatre and home to the National Orchestra of Malta.	Asitiáu na cai Old Theatre, agora ye Teatru Nacional de Malta y see de la Orquesta Nacional de Malta.
Jefferson's West Colonnade is seen on the left of the residence in this nineteenth-century engraved view.	La Columnata Oeste de Jefferson vese a la izquierda de la residencia nesti grabáu del sieglu XIX.
The park was designed by Frederick Law Olmsted and Calvert Vaux, who later created Brooklyn’s Prospect Park.	El parque foi diseñáu por Frederick Law Olmsted y Calvert Vaux, quien más tarde crearon el Brooklyn's Prospect Park.[12]
The following year she was hired by the Metro Goldwyn Mayer studios, which is why she soon moved to Hollywood.	Al añu siguiente foi contratada polos estudios Metro Goldwyn Mayer, razón pola cual a la brevedá treslladóse a Hollywood.
The Mosque of Islamic Solidarity was originally built in 1987 with funds from the Saudi Sultan bin Abdul Aziz Al Saud Foundation.	La Mezquita de la Solidaridá Islámica construyir en 1987 col sofitu financieru de la fundación saudina del Fahd bin Abdelaziz.
The main modes of production Marx identified generally include primitive communism or tribal society (a prehistoric stage), ancient society, feudalism and capitalism.	Los principales que Marx identificó inclúin: el comunismu primitivu o sociedá tribal (una estaya prehistórica), la sociedá antigua, el feudalismu y el capitalismu.
It was originally known as the United Nations International Children’s Emergency Fund (UNICEF).	Primero foi conocíu como UNICEF, ye dicir, United Nations International Children's Emergency Fund o (Fondu Internacional d'Emerxencia de les Naciones Xuníes pa la Infancia).
Hilbert did not work in the central areas of analytic number theory, but his name has become known for the Hilbert-Pólya conjecture, for reasons that are anecdotal.	Hilbert nun trabayó nes árees principales de la teoría analítica de númberos, pero'l so nome quedó xuníu a la conxetura de Hilbert-Pólya, por razones anecdótiques.
+ Subtribe Iochrominae (Miers) Hunz., a clade within the Physaleae tribe. contains 37 species, mainly distributed in the Andes, assigned to six genera.	Subtribu Iochrominae (Miers) Hunz. ye un clado dientro de la tribu Physaleae qu'entiende 37 especies, principalmente distribuyíes n'Andar, asignaes a 6 xéneros.
The USS Bunker Hill after being hit by two kamikazes within 30 seconds off Kyushu, May 1945.	El USS Bunker Hill foi atacáu por dos aviones kamikazes en menos de 30 segundos de diferencia'l 11 de mayu de 1945.
A run of paintings of this mountain from 1880 to 1883 and others of Gardanne from 1885 to 1888 are sometimes known as "the Constructive Period".[45]	Una serie de pintures d'esti monte de 1880-1883 y otres de Gardanne de 1885-1888, dacuando son conocíes como'l Periodu constructivu».
In 1807, slave trading was abolished throughout the British Empire, and the British tried unsuccessfully to end the slave trade in the Gambia.	En 1807 abolióse'l comerciu d'esclavos nel Imperiu Británicu intentando los británicos finar col comerciu d'esclavos en Gambia.
Although it has been Thailand's largest population centre since its establishment as capital city in 1782, Bangkok grew only slightly throughout the 18th and early 19th centuries.	A pesar de que foi'l mayor núcleu de población de Tailandia dende'l so establecimientu como capital en 1782, la ciudá creció namái llixeramente a lo llargo de los sieglos XVIII y XIX.
His lifestyle was described as a hermit and a bit unsociable, because unlike other stars the Garbo stayed away from the major events in Hollywood, preferring loneliness and anonymity.	El so estilu de vida foi calificáu d'ermitañu y un tanto focicón, pos a diferencia d'otres estrelles el Garbo caltúvose alloñada de los grandes eventos de Hollywood, prefiriendo la soledá y l'anonimatu.
Their newest self titled album, Jonas Brothers is set to release August 7th 2007.	El so autu tituláu del so segundu álbum, Jonas Brothers, foi llanzáu'l 7 d'agostu de 2007.
Actor and Director.	Actor y direutor.
In 1931, Albert Szent-GyÃ¶rgyi and a fellow researcher Joseph Svirbely suspected that "hexuronic acid" was actually vitamin C, and gave a sample to Charles Glen King, who proved its anti-scorbutic activity in his long-established guinea pig scorbutic assay.	En 1931, Albert Szent-Györgyi y unu de los sos investigadores Joseph Svirbely abarruntaron que l'ácidu hexurónico” yera en realidá la vitamina C, y dieron una amuesa a Charles Glen King, que probó la so eficacia contra'l escorbuto n'ensayos con cobayes.
Master in Fine Arts from Goldsmith University of London, his work, focused primarily on video, sound and installation format, is located at the intersection of several conceptual threads as the hybridization of natural elements, technology and socio-political organization is.	Master en Belles Artes pola Universidá de Goldsmith de Londres, el so trabayu, centráu principalmente en formatu vídeu, soníu y instalación, atópase nel cruce de dellos filos conceptuales como son la hibridación d’elementos naturales, teconoloxía y organización socio-política.
The Marine Observatory of Asturias, promoted by the Campus of International Excellence, is configured as a Strategic Coalition of Research Groups in which cross-curricular groups and teams of the University of Oviedo work in order to gather and facilitate the information on the sea of Asturias to the scientific community, the citizenship, the professionals and the administrations.	L'Observatoriu Marín d'Asturies, impulsáu pol Campus d'Excelencia Internacional, configúrase como una Agrupación Estratéxica de Grupos d'Investigación na que participen grupos y equipos multidisciplinares de la Universidá d'Uviéu cola cuenta d'axuntar y facilitar la información sobre'l mar n'Asturies a la comunidá científica, a los ciudadanos, a los profesionales y a les alministraciones.
Benadir University (BU) was established in 2002 with the intention of training doctors.	La Universidá de Benadir (BU) crear en 2002 col enfotu de formar a médicos.
Wall-plug for the scEAD cabling system	Enchufe de parea pal sistema de cableáu scEAD
This way, for example, the newspaper El Mundo includes each year Labor Relations in its "Special supplement of 50 Degrees" as one of the most demanded ones by Spanish students.	Asina, por casu, el Diariu "El Mundu" inclúi añu tres d'añu a Relaciones Llaborales nel so Suplementu especial 50 carreres", como una de les más demandaes polos estudiantes españoles.
The difficulties and obstacles raised by the institutions of the Spanish State, specially the Supreme Court’s sentence 31/2010, was a radical negation of the democratic evolution of the collective will of the Catalan public, and created the basis for a regression in self-government, which today clearly expresses itself in various aspects including political, jurisdictional, financial, social, cultural and linguistic.	Les dificultaes y negatives de les instituciones del Estáu español, ente les cuales hai que destacar la sentencia del Tribunal Constitucional 31/2010, suponen una negativa radical a la evolución democrática de les voluntaes colectives del pueblu catalán dientro del Estáu español y crea les bases pa una involución nel autogobiernu, que güei s'espresa con total claridá nos aspectos políticos, competenciales, financieros, sociales, culturales y llingüísticos.
They forced his first son Fusu to commit suicide, stripped the command of troops from Meng Tian — a loyal supporter of Fusu — and killed Meng's family too.	Obligaron al so primer fíu Fusu a suicidase, arrampuñaron el mandatu sobre les tropes a Meng Tian -- un partidariu lleal de Fusu -- y mataron tamién a la familia de Meng.
The trip was going well.	El viaxe aprovechóse bien.
